,age,gender,employment_years,employment_status,monthly_income,monthly_expenses,credit_history_years,past_default,residence_type,loan_amount,education,loan_intent,interest_rate,loan_percent_income,credit_score,loan_status,expense_to_income
24524,25,1,4.0,0,2964.33,1836.88,4.0,0,3,4000.0,0,1,5.9,1.35,671.0,0,0.62
24525,49,1,26.0,0,8893.33,6723.04,17.0,0,3,12000.0,0,5,6.62,1.35,712.0,0,0.76
24526,33,1,10.0,0,3705.58,2769.78,8.0,0,0,5000.0,3,4,8.49,1.35,661.0,0,0.75
24527,23,1,0.0,2,7114.75,4248.75,4.0,1,3,9600.0,4,3,7.9,1.35,614.0,0,0.6
24528,27,1,5.0,0,7411.33,4646.88,9.0,0,0,10000.0,3,4,15.7,1.35,663.0,0,0.63
24529,35,0,12.0,0,12599.33,7305.24,6.0,1,0,17000.0,0,5,7.88,1.35,544.0,0,0.58
24530,25,0,3.0,0,7163.0,4729.51,5.0,1,3,9664.0,1,5,8.43,1.35,613.0,0,0.66
24531,27,1,6.0,0,5188.67,3183.14,6.0,0,0,7000.0,0,1,7.49,1.35,679.0,0,0.61
24532,23,1,3.0,0,1587.0,876.04,4.0,0,3,2141.0,1,5,12.27,1.35,712.0,0,0.55
24533,31,1,8.0,0,7264.5,5934.11,8.0,1,0,9800.0,1,2,6.62,1.35,563.0,0,0.82
24534,38,1,17.0,0,8154.08,6569.37,14.0,1,0,11000.0,0,1,10.36,1.35,660.0,0,0.81
24535,40,1,17.0,0,10894.75,9498.69,15.0,0,0,14697.0,0,3,13.18,1.35,653.0,1,0.87
24536,23,1,1.0,1,3706.58,2208.97,3.0,1,2,5000.0,0,5,12.87,1.35,529.0,0,0.6
24537,25,0,1.0,1,6301.25,4693.59,4.0,1,3,8500.0,0,1,7.88,1.35,654.0,0,0.74
24538,24,1,0.0,2,2965.42,1989.41,3.0,0,3,4000.0,3,3,9.96,1.35,642.0,1,0.67
24539,35,0,10.0,0,3706.92,2995.43,5.0,0,3,5000.0,4,0,7.51,1.35,690.0,0,0.81
24540,26,0,2.0,1,17811.08,11198.73,5.0,1,0,24022.0,3,2,11.09,1.35,673.0,0,0.63
24541,26,1,3.0,0,2965.83,1732.29,4.0,0,3,4000.0,3,1,6.11,1.35,672.0,0,0.58
24542,23,1,0.0,2,3707.42,2360.95,4.0,1,3,5000.0,3,1,12.99,1.35,655.0,0,0.64
24543,22,1,0.0,2,5562.0,3623.52,2.0,1,3,7500.0,0,0,6.03,1.35,574.0,0,0.65
24544,30,1,7.0,0,2595.75,2191.3,6.0,1,3,3500.0,1,4,11.11,1.35,560.0,0,0.84
24545,24,1,4.0,0,3560.42,2762.61,3.0,1,0,4800.0,4,0,5.42,1.35,700.0,0,0.78
24546,25,1,3.0,0,17803.75,13274.24,4.0,1,0,24000.0,3,5,11.11,1.35,591.0,0,0.75
24547,22,1,0.0,2,5564.33,4471.42,3.0,1,0,7500.0,4,1,10.59,1.35,688.0,0,0.8
24548,27,0,4.0,0,11870.58,6551.82,10.0,1,0,16000.0,4,0,7.9,1.35,656.0,0,0.55
24549,24,1,3.0,0,5564.92,3760.73,3.0,1,3,7500.0,1,1,6.03,1.35,663.0,0,0.68
24550,36,0,16.0,0,4452.0,2457.74,15.0,0,0,6000.0,3,0,7.88,1.35,650.0,0,0.55
24551,21,1,0.0,2,2968.25,2653.03,4.0,0,3,4000.0,0,1,14.83,1.35,623.0,1,0.89
24552,26,0,6.0,0,6789.92,3727.43,5.0,1,0,9150.0,1,0,8.63,1.35,635.0,0,0.55
24553,24,0,3.0,0,3710.67,2226.81,3.0,1,3,5000.0,3,0,6.03,1.35,647.0,0,0.6
24554,26,0,5.0,0,10389.92,8082.34,4.0,0,0,14000.0,3,4,13.57,1.35,588.0,1,0.78
24555,33,1,8.0,0,7719.25,5301.75,5.0,1,0,10400.0,0,1,7.66,1.35,545.0,0,0.69
24556,31,1,9.0,0,4899.17,3349.38,5.0,1,0,6600.0,0,3,7.14,1.35,625.0,0,0.68
24557,27,1,5.0,0,4454.5,3663.8,6.0,0,0,6000.0,3,1,13.23,1.35,609.0,1,0.82
24558,32,1,7.0,0,2969.67,2067.2,5.0,0,3,4000.0,1,3,9.84,1.35,701.0,0,0.7
24559,23,0,2.0,1,4900.0,3468.61,2.0,1,3,6600.0,3,1,11.11,1.35,621.0,0,0.71
24560,25,0,2.0,1,5345.5,3745.15,3.0,1,0,7200.0,1,5,10.28,1.35,625.0,0,0.7
24561,26,0,1.0,1,4137.17,3192.79,7.0,1,3,5572.0,3,4,11.5,1.35,708.0,0,0.77
24562,65,1,42.0,0,13365.0,8201.33,25.0,0,0,18000.0,3,0,11.01,1.35,675.0,1,0.61
24563,23,0,5.0,0,5940.42,3561.15,3.0,1,3,8000.0,3,3,11.01,1.35,632.0,0,0.6
24564,32,0,7.0,0,2601.92,1565.71,9.0,0,3,3504.0,1,4,13.34,1.35,674.0,0,0.6
24565,43,0,21.0,0,3712.83,2787.45,17.0,0,0,5000.0,3,5,10.01,1.35,701.0,0,0.75
24566,30,0,8.0,0,4084.25,3535.1,10.0,1,3,5500.0,0,0,7.74,1.35,607.0,0,0.87
24567,23,0,0.0,2,7129.25,4627.6,4.0,0,3,9600.0,3,5,7.9,1.35,684.0,0,0.65
24568,39,0,16.0,0,3713.58,2581.77,16.0,1,3,5000.0,3,3,11.01,1.35,656.0,0,0.7
24569,25,1,1.0,1,4828.17,3122.71,3.0,1,0,6500.0,1,1,8.59,1.35,631.0,0,0.65
24570,36,0,16.0,0,4456.83,3682.95,12.0,0,3,6000.0,1,2,11.01,1.35,597.0,1,0.83
24571,32,0,10.0,0,5292.58,4496.75,10.0,1,3,7125.0,1,4,7.49,1.35,696.0,0,0.85
24572,25,0,5.0,0,4828.5,3480.29,2.0,1,0,6500.0,3,1,8.59,1.35,690.0,0,0.72
24573,30,0,7.0,0,4457.08,2671.92,7.0,0,0,6000.0,1,4,12.21,1.35,641.0,1,0.6
24574,23,0,2.0,1,5571.58,3072.58,4.0,1,0,7500.0,0,0,7.51,1.35,610.0,0,0.55
24575,28,0,8.0,0,5943.33,3893.87,6.0,1,3,8000.0,1,4,11.38,1.35,588.0,0,0.66
24576,36,1,16.0,0,2971.75,1889.01,13.0,0,0,4000.0,3,1,8.49,1.35,619.0,1,0.64
24577,23,1,2.0,1,7578.33,3917.06,3.0,1,0,10200.0,3,5,6.03,1.35,681.0,0,0.52
24578,37,0,15.0,0,2229.0,1715.5,14.0,0,3,3000.0,2,3,12.18,1.35,747.0,0,0.77
24579,23,0,0.0,2,3120.67,2526.18,4.0,1,3,4200.0,0,3,8.28,1.35,674.0,0,0.81
24580,22,0,1.0,1,5573.0,3762.66,3.0,1,3,7500.0,3,0,7.68,1.35,520.0,0,0.68
24581,23,0,0.0,2,8917.33,6868.19,4.0,1,0,12000.0,3,1,7.51,1.35,593.0,0,0.77
24582,23,0,0.0,2,7580.25,4280.11,2.0,1,0,10200.0,3,4,6.03,1.35,617.0,0,0.56
24583,31,0,8.0,0,6317.58,4107.53,5.0,1,0,8500.0,3,1,14.09,1.35,591.0,0,0.65
24584,22,0,2.0,1,18581.25,15608.79,2.0,1,3,25000.0,0,3,11.36,1.35,593.0,0,0.84
24585,22,0,0.0,2,18581.25,13045.64,4.0,1,3,25000.0,4,1,11.36,1.35,625.0,0,0.7
24586,25,1,0.0,2,7619.58,4389.77,5.0,1,0,10251.0,0,1,11.85,1.35,594.0,0,0.58
24587,25,1,4.0,0,4162.75,2669.16,3.0,0,3,5600.0,1,4,16.77,1.35,645.0,0,0.64
24588,28,0,6.0,0,7433.5,4625.95,10.0,1,2,10000.0,1,2,9.88,1.35,552.0,0,0.62
24589,26,0,4.0,0,2230.33,1064.32,2.0,0,2,3000.0,1,5,6.76,1.35,642.0,0,0.48
24590,31,1,8.0,0,7285.83,4480.13,7.0,1,0,9800.0,1,3,6.62,1.35,677.0,0,0.61
24591,40,0,17.0,0,7417.75,4953.41,16.0,0,3,9975.0,3,5,16.29,1.34,617.0,1,0.67
24592,23,0,3.0,0,3346.5,2387.99,4.0,1,3,4500.0,1,1,7.49,1.34,639.0,0,0.71
24593,21,0,1.0,1,3792.83,2151.0,4.0,1,3,5100.0,3,3,7.49,1.34,548.0,0,0.57
24594,23,0,0.0,2,7437.33,6064.54,4.0,1,0,10000.0,1,5,6.92,1.34,640.0,0,0.82
24595,43,0,22.0,0,4685.67,3471.37,14.0,1,0,6300.0,3,1,7.51,1.34,684.0,0,0.74
24596,26,0,1.0,1,7437.83,4749.52,4.0,1,0,10000.0,1,1,6.7,1.34,634.0,0,0.64
24597,35,1,16.0,0,3179.75,1481.08,7.0,1,2,4275.0,1,3,10.28,1.34,685.0,0,0.47
24598,27,1,4.0,0,1859.58,1004.46,8.0,0,3,2500.0,1,4,14.74,1.34,664.0,1,0.54
24599,28,1,6.0,0,7182.25,4941.98,5.0,1,0,9655.0,1,1,7.5,1.34,648.0,0,0.69
24600,25,0,0.0,2,5951.25,4313.03,4.0,1,3,8000.0,3,4,12.0,1.34,603.0,0,0.72
24601,22,0,0.0,2,11158.75,8547.97,3.0,1,3,15000.0,3,5,10.62,1.34,655.0,0,0.77
24602,23,0,0.0,2,6249.0,5235.39,4.0,0,3,8400.0,3,3,13.94,1.34,658.0,0,0.84
24603,24,1,0.0,2,18599.5,13924.2,2.0,1,3,25000.0,0,2,12.68,1.34,676.0,0,0.75
24604,24,1,4.0,0,2976.08,2055.22,3.0,0,3,4000.0,1,3,9.96,1.34,657.0,1,0.69
24605,30,1,4.0,0,4092.17,2386.47,6.0,1,3,5500.0,1,4,7.74,1.34,638.0,0,0.58
24606,26,1,3.0,0,4166.58,3060.03,4.0,0,3,5600.0,3,0,16.41,1.34,633.0,0,0.73
24607,24,1,3.0,0,3720.5,3082.96,3.0,0,3,5000.0,0,0,12.92,1.34,617.0,1,0.83
24608,25,1,4.0,0,1573.17,1121.71,4.0,1,3,2114.0,1,5,12.43,1.34,620.0,0,0.71
24609,26,1,6.0,0,14883.5,11144.15,3.0,0,3,20000.0,4,0,17.99,1.34,604.0,1,0.75
24610,29,1,9.0,0,7218.92,6316.66,5.0,1,3,9700.0,3,0,8.94,1.34,572.0,0,0.88
24611,32,0,10.0,0,3721.17,2896.38,5.0,0,3,5000.0,1,2,6.91,1.34,653.0,1,0.78
24612,33,1,10.0,0,10420.08,9139.3,5.0,1,3,14000.0,3,1,17.56,1.34,693.0,0,0.88
24613,33,1,12.0,0,4465.83,3604.99,8.0,0,3,6000.0,1,0,14.96,1.34,706.0,1,0.81
24614,23,0,2.0,1,4279.83,3294.24,3.0,1,0,5750.0,3,4,13.57,1.34,581.0,0,0.77
24615,29,0,10.0,0,5954.67,4946.64,8.0,0,0,8000.0,3,5,16.77,1.34,493.0,1,0.83
24616,45,1,24.0,0,6699.17,5507.99,15.0,1,0,9000.0,1,1,14.59,1.34,731.0,0,0.82
24617,26,0,2.0,1,4168.42,2960.05,4.0,0,3,5600.0,0,0,15.96,1.34,677.0,0,0.71
24618,25,1,3.0,0,2152.92,1675.68,4.0,1,3,2892.0,3,0,12.57,1.34,644.0,0,0.78
24619,39,1,15.0,0,4466.83,3184.24,13.0,1,3,6000.0,3,3,10.37,1.34,651.0,0,0.71
24620,27,1,3.0,0,2978.0,1766.8,8.0,1,3,4000.0,4,3,10.75,1.34,617.0,0,0.59
24621,38,1,17.0,0,8189.67,4873.0,14.0,1,0,11000.0,2,2,10.36,1.34,682.0,0,0.6
24622,31,1,5.0,0,2606.33,1207.3,9.0,0,2,3500.0,4,3,13.49,1.34,695.0,0,0.46
24623,28,0,6.0,0,8936.25,7586.34,6.0,1,3,12000.0,1,1,16.29,1.34,666.0,0,0.85
24624,22,1,0.0,2,3723.5,2879.28,4.0,0,3,5000.0,1,3,14.82,1.34,691.0,1,0.77
24625,22,1,0.0,2,7374.08,5139.21,3.0,0,3,9901.0,0,4,15.95,1.34,630.0,1,0.7
24626,31,1,6.0,0,3723.92,2793.81,9.0,1,3,5000.0,0,3,10.36,1.34,689.0,0,0.75
24627,34,0,9.0,0,4468.83,3291.64,10.0,0,3,6000.0,3,4,16.45,1.34,568.0,1,0.74
24628,29,0,9.0,0,5958.5,3474.37,6.0,1,2,8000.0,0,1,11.14,1.34,619.0,0,0.58
24629,37,0,18.0,0,2979.5,1624.57,17.0,1,0,4000.0,4,5,6.54,1.34,644.0,0,0.55
24630,24,0,0.0,2,7113.83,5344.15,3.0,1,3,9550.0,3,4,7.49,1.34,632.0,0,0.75
24631,34,1,13.0,0,14898.08,11096.61,6.0,0,3,20000.0,3,2,11.01,1.34,674.0,1,0.74
24632,21,0,0.0,3,893.92,898.7,2.0,1,3,1200.0,1,3,15.23,1.34,656.0,0,1.01
24633,26,1,3.0,0,3724.67,2495.76,4.0,1,3,5000.0,3,3,8.9,1.34,542.0,0,0.67
24634,27,0,2.0,1,5587.33,4031.12,6.0,0,0,7500.0,1,5,12.22,1.34,639.0,0,0.72
24635,22,0,0.0,2,6257.83,4947.9,3.0,1,3,8400.0,3,3,13.47,1.34,580.0,0,0.79
24636,26,1,8.0,0,3724.92,2819.51,4.0,0,3,5000.0,4,5,12.84,1.34,605.0,0,0.76
24637,28,0,5.0,0,3352.5,2254.96,8.0,0,3,4500.0,0,3,7.14,1.34,681.0,0,0.67
24638,28,1,4.0,0,2980.33,2556.04,10.0,0,3,4000.0,0,4,16.45,1.34,649.0,1,0.86
24639,24,0,2.0,1,2980.42,2500.33,3.0,1,3,4000.0,0,0,9.63,1.34,609.0,0,0.84
24640,26,1,3.0,0,5215.83,4114.21,4.0,0,0,7000.0,1,3,15.21,1.34,700.0,1,0.79
24641,40,1,17.0,0,2980.5,2039.6,15.0,0,3,4000.0,4,3,10.74,1.34,688.0,0,0.68
24642,28,1,5.0,0,10059.42,7434.87,9.0,0,0,13500.0,0,4,9.38,1.34,626.0,0,0.74
24643,33,0,9.0,0,7079.0,4433.79,5.0,0,3,9500.0,1,0,11.01,1.34,635.0,0,0.63
24644,26,1,4.0,0,11178.75,8422.39,2.0,1,0,15000.0,0,1,13.61,1.34,677.0,0,0.75
24645,30,0,6.0,0,7452.58,4180.36,8.0,1,0,10000.0,3,1,14.74,1.34,671.0,0,0.56
24646,28,1,1.0,1,6391.0,4497.43,8.0,1,0,8575.0,1,1,13.49,1.34,524.0,0,0.7
24647,45,1,22.0,0,3577.67,2158.36,12.0,0,1,4800.0,1,4,11.01,1.34,706.0,0,0.6
24648,22,0,2.0,1,2981.42,2155.31,4.0,0,3,4000.0,3,3,15.02,1.34,697.0,1,0.72
24649,31,1,7.0,0,3779.75,3466.93,6.0,0,3,5071.0,1,0,16.37,1.34,636.0,1,0.92
24650,26,0,2.0,1,11181.83,7833.16,3.0,0,0,15000.0,1,5,13.29,1.34,670.0,0,0.7
24651,22,0,0.0,2,6262.42,4782.88,4.0,0,3,8400.0,3,1,15.62,1.34,620.0,0,0.76
24652,34,1,13.0,0,14911.42,9297.73,6.0,1,3,20000.0,0,2,8.9,1.34,550.0,0,0.62
24653,22,1,0.0,2,4622.67,3923.37,3.0,1,3,6200.0,1,1,13.79,1.34,665.0,0,0.85
24654,36,1,14.0,0,5592.0,3249.14,13.0,0,3,7500.0,3,5,8.9,1.34,691.0,0,0.58
24655,25,0,0.0,2,7456.83,5614.99,4.0,1,0,10000.0,1,2,14.59,1.34,542.0,0,0.75
24656,23,0,1.0,1,5965.5,3212.28,3.0,1,0,8000.0,4,3,12.21,1.34,723.0,0,0.54
24657,25,1,2.0,1,3728.5,3140.16,2.0,1,3,5000.0,3,0,6.54,1.34,611.0,0,0.84
24658,23,1,5.0,0,5593.0,3168.67,2.0,0,0,7500.0,3,4,7.51,1.34,674.0,0,0.57
24659,23,1,1.0,1,7159.58,3826.07,4.0,1,0,9600.0,3,1,11.01,1.34,666.0,0,0.53
24660,32,1,8.0,0,1974.17,960.7,11.0,1,2,2647.0,0,5,10.45,1.34,551.0,0,0.49
24661,44,0,24.0,0,7085.58,4752.66,14.0,1,3,9500.0,3,1,14.22,1.34,646.0,0,0.67
24662,40,1,15.0,0,4475.33,4052.51,12.0,0,3,6000.0,3,4,11.01,1.34,702.0,1,0.91
24663,37,1,13.0,0,7459.42,6371.39,14.0,0,0,10000.0,0,4,16.29,1.34,590.0,1,0.85
24664,25,1,2.0,1,4476.08,2780.66,4.0,1,3,6000.0,3,1,12.69,1.34,657.0,0,0.62
24665,21,1,0.0,2,5595.33,4291.91,2.0,1,3,7500.0,1,1,7.88,1.34,691.0,0,0.77
24666,30,1,8.0,0,7460.5,4019.31,6.0,0,0,10000.0,4,2,8.92,1.34,727.0,0,0.54
24667,21,0,0.0,2,3581.58,1961.49,3.0,0,0,4800.0,1,0,10.99,1.34,620.0,0,0.55
24668,23,1,0.0,2,7611.5,5420.92,2.0,0,0,10200.0,4,5,12.68,1.34,692.0,0,0.71
24669,27,0,6.0,0,2985.0,1807.29,8.0,1,3,4000.0,1,5,10.83,1.34,659.0,0,0.61
24670,28,1,5.0,0,3582.08,2871.65,5.0,1,3,4800.0,1,3,12.65,1.34,658.0,0,0.8
24671,21,0,0.0,2,4477.75,2814.18,3.0,0,0,6000.0,3,3,12.61,1.34,637.0,1,0.63
24672,41,1,18.0,0,7117.67,5410.88,13.0,0,3,9537.0,0,1,10.99,1.34,606.0,0,0.76
24673,30,1,6.0,0,13318.42,7678.99,5.0,1,0,17844.0,3,5,11.19,1.34,536.0,0,0.58
24674,22,1,0.0,2,7463.83,4806.65,2.0,0,3,10000.0,1,4,7.51,1.34,625.0,1,0.64
24675,22,1,2.0,1,2985.67,2472.42,4.0,0,3,4000.0,1,1,15.33,1.34,568.0,1,0.83
24676,28,1,6.0,0,4478.75,3171.55,10.0,1,0,6000.0,3,3,13.06,1.34,561.0,0,0.71
24677,23,1,3.0,0,18529.25,11210.6,3.0,0,0,24822.0,3,2,11.3,1.34,643.0,0,0.61
24678,25,1,2.0,1,3881.75,2427.41,3.0,0,3,5200.0,3,0,10.74,1.34,667.0,0,0.63
24679,24,1,0.0,2,4479.0,2783.61,2.0,0,3,6000.0,4,3,8.0,1.34,629.0,0,0.62
24680,24,0,1.0,1,4479.0,3120.62,4.0,0,3,6000.0,3,3,8.91,1.34,607.0,0,0.7
24681,23,1,1.0,1,1679.67,1264.73,4.0,1,3,2250.0,0,0,13.49,1.34,651.0,0,0.75
24682,23,1,1.0,1,2986.25,2356.26,2.0,0,3,4000.0,0,1,5.42,1.34,607.0,0,0.79
24683,26,1,6.0,0,3583.67,2349.48,2.0,1,3,4800.0,0,0,8.9,1.34,694.0,0,0.66
24684,33,1,11.0,0,7466.42,6029.26,8.0,0,3,10000.0,1,2,11.01,1.34,643.0,0,0.81
24685,22,0,0.0,2,10080.75,5372.3,4.0,1,0,13500.0,3,1,11.01,1.34,531.0,0,0.53
24686,32,0,12.0,0,7057.17,4741.35,10.0,1,3,9450.0,1,0,10.83,1.34,668.0,0,0.67
24687,23,0,0.0,2,4480.83,3518.15,3.0,1,3,6000.0,1,4,14.22,1.34,632.0,0,0.79
24688,27,1,7.0,0,7468.08,5642.13,6.0,0,0,10000.0,1,0,17.93,1.34,620.0,1,0.76
24689,24,0,6.0,0,5602.33,4425.53,2.0,1,0,7500.0,3,1,14.84,1.34,578.0,0,0.79
24690,23,1,0.0,2,3884.33,3190.17,3.0,1,3,5200.0,3,3,7.88,1.34,666.0,0,0.82
24691,32,0,11.0,0,5976.0,4288.89,10.0,0,3,8000.0,4,4,14.96,1.34,556.0,1,0.72
24692,26,1,0.0,2,3735.42,2518.14,2.0,0,0,5000.0,0,3,6.03,1.34,599.0,0,0.67
24693,29,0,6.0,0,13074.08,8728.75,9.0,1,0,17500.0,1,5,8.94,1.34,601.0,0,0.67
24694,44,0,21.0,0,10086.25,7952.49,17.0,0,3,13500.0,1,1,8.9,1.34,600.0,0,0.79
24695,28,1,4.0,0,5603.58,4607.37,6.0,1,3,7500.0,1,0,12.84,1.34,659.0,0,0.82
24696,26,1,5.0,0,3586.42,2512.09,3.0,1,3,4800.0,2,0,5.9,1.34,703.0,0,0.7
24697,23,1,0.0,2,8219.0,6684.91,3.0,1,3,11000.0,3,4,11.01,1.34,553.0,0,0.81
24698,35,1,12.0,0,7471.92,5252.28,12.0,0,0,10000.0,4,5,16.72,1.34,710.0,1,0.7
24699,36,1,15.0,0,7472.58,6017.15,15.0,0,0,10000.0,3,4,11.03,1.34,618.0,1,0.81
24700,23,0,4.0,0,1700.08,1391.26,4.0,1,0,2275.0,1,0,13.06,1.34,573.0,0,0.82
24701,23,0,0.0,2,1700.08,811.37,3.0,1,0,2275.0,1,3,13.06,1.34,625.0,0,0.48
24702,25,1,4.0,0,11957.83,8187.68,2.0,1,3,16000.0,0,1,11.01,1.34,629.0,0,0.68
24703,22,0,0.0,2,7473.75,5828.58,3.0,0,0,10000.0,1,4,11.83,1.34,635.0,1,0.78
24704,26,1,0.0,2,5979.92,5261.33,2.0,0,0,8000.0,4,3,15.99,1.34,653.0,1,0.88
24705,24,0,0.0,2,1713.25,1175.79,4.0,1,3,2292.0,1,5,12.95,1.34,605.0,0,0.69
24706,23,1,0.0,2,3059.5,1790.78,4.0,1,3,4093.0,1,1,14.2,1.34,513.0,0,0.59
24707,32,0,8.0,0,8970.25,7745.59,6.0,1,3,12000.0,0,3,8.94,1.34,576.0,0,0.86
24708,31,0,8.0,0,5083.42,3826.49,8.0,0,3,6800.0,1,1,19.29,1.34,595.0,0,0.75
24709,27,1,0.0,2,11214.17,6903.85,5.0,1,0,15000.0,1,5,13.57,1.34,630.0,0,0.62
24710,25,1,5.0,0,5382.83,3347.45,3.0,1,2,7200.0,3,2,9.91,1.34,620.0,0,0.62
24711,33,1,10.0,0,7091.17,5132.9,7.0,1,3,9484.0,1,1,10.95,1.34,657.0,0,0.72
24712,23,1,0.0,2,7178.83,5927.68,4.0,0,0,9600.0,1,1,7.51,1.34,666.0,0,0.83
24713,31,1,10.0,0,1794.75,1333.56,5.0,0,0,2400.0,4,1,14.72,1.34,677.0,1,0.74
24714,25,0,4.0,0,5459.17,3482.02,4.0,0,3,7300.0,1,1,8.0,1.34,584.0,0,0.64
24715,25,1,0.0,2,4487.0,3602.24,4.0,1,3,6000.0,0,3,12.72,1.34,644.0,0,0.8
24716,23,1,0.0,2,4300.33,3281.1,2.0,1,0,5750.0,0,4,13.57,1.34,676.0,0,0.76
24717,22,1,0.0,2,7478.92,4925.83,3.0,0,0,10000.0,3,5,8.91,1.34,646.0,1,0.66
24718,24,1,2.0,1,10470.83,6292.41,3.0,1,0,14000.0,0,4,9.99,1.34,680.0,0,0.6
24719,26,0,1.0,1,3739.58,2439.28,2.0,1,3,5000.0,3,0,6.44,1.34,622.0,0,0.65
24720,26,0,4.0,0,10471.42,8522.63,4.0,1,0,14000.0,3,4,11.51,1.34,618.0,0,0.81
24721,40,0,16.0,0,2243.92,1475.2,13.0,0,3,3000.0,3,2,14.09,1.34,508.0,1,0.66
24722,23,1,1.0,1,7479.75,5426.35,2.0,0,0,10000.0,1,1,11.01,1.34,669.0,0,0.73
24723,29,0,7.0,0,18699.42,12631.9,6.0,0,0,25000.0,1,1,10.46,1.34,694.0,0,0.68
24724,26,0,3.0,0,2992.08,2290.08,5.0,0,3,4000.0,3,3,14.39,1.34,653.0,1,0.77
24725,28,0,6.0,0,3590.75,3002.15,5.0,1,3,4800.0,1,3,13.49,1.34,623.0,0,0.84
24726,30,0,6.0,0,4114.42,3508.81,8.0,0,3,5500.0,1,5,6.62,1.34,690.0,0,0.85
24727,34,1,11.0,0,7481.08,4467.79,10.0,0,0,10000.0,0,5,15.96,1.34,645.0,1,0.6
24728,29,0,3.0,0,5573.75,3903.0,8.0,1,3,7450.0,0,2,15.62,1.34,574.0,0,0.7
24729,25,0,4.0,0,2992.67,1934.64,4.0,0,3,4000.0,0,3,16.29,1.34,631.0,1,0.65
24730,25,0,4.0,0,7481.67,6799.5,3.0,0,3,10000.0,3,5,18.43,1.34,639.0,1,0.91
24731,30,1,8.0,0,6583.92,4895.39,8.0,1,3,8800.0,1,0,10.0,1.34,577.0,0,0.74
24732,28,1,8.0,0,3591.25,2114.66,5.0,1,3,4800.0,1,0,13.28,1.34,675.0,0,0.59
24733,32,1,6.0,0,5985.67,4839.56,8.0,0,3,8000.0,1,3,16.49,1.34,659.0,1,0.81
24734,26,1,3.0,0,6285.25,3852.86,4.0,1,0,8400.0,3,0,6.62,1.34,647.0,0,0.61
24735,44,0,25.0,0,7111.92,4578.57,14.0,1,3,9504.0,3,1,14.13,1.34,678.0,0,0.64
24736,23,1,0.0,2,7483.67,5262.45,2.0,0,0,10000.0,0,2,7.79,1.34,611.0,0,0.7
24737,27,1,5.0,0,4490.5,3710.09,8.0,0,0,6000.0,1,1,13.23,1.34,627.0,1,0.83
24738,35,1,14.0,0,8382.42,5812.35,10.0,0,3,11200.0,3,4,10.65,1.34,647.0,0,0.69
24739,22,0,0.0,2,5239.17,3322.94,2.0,0,0,7000.0,3,5,12.98,1.34,608.0,0,0.63
24740,28,0,8.0,0,1496.92,1166.44,4.0,1,3,2000.0,0,5,11.34,1.34,709.0,0,0.78
24741,28,1,7.0,0,5987.75,3940.66,10.0,0,0,8000.0,1,0,7.37,1.34,558.0,1,0.66
24742,32,1,7.0,0,5239.42,4003.07,10.0,0,3,7000.0,1,0,14.46,1.34,610.0,1,0.76
24743,26,0,2.0,1,7485.0,5640.83,4.0,1,0,10000.0,3,2,6.62,1.34,495.0,0,0.75
24744,27,1,5.0,0,3742.58,2477.92,5.0,1,0,5000.0,1,5,5.42,1.34,622.0,0,0.66
24745,22,1,0.0,2,3985.92,3083.57,3.0,1,0,5325.0,1,1,14.59,1.34,570.0,0,0.77
24746,26,0,5.0,0,10105.25,8170.27,3.0,1,3,13500.0,1,4,7.14,1.34,648.0,0,0.81
24747,38,1,16.0,0,3593.0,2063.08,14.0,0,0,4800.0,3,5,7.51,1.34,665.0,0,0.57
24748,27,1,4.0,0,2994.17,2304.3,5.0,1,3,4000.0,4,1,10.75,1.34,581.0,0,0.77
24749,29,0,6.0,0,7485.58,4492.52,8.0,0,0,10000.0,0,0,11.86,1.34,658.0,0,0.6
24750,22,1,0.0,2,4865.67,3405.29,2.0,1,0,6500.0,0,4,6.17,1.34,554.0,0,0.7
24751,29,0,6.0,0,8983.25,5503.05,5.0,1,3,12000.0,0,4,7.29,1.34,711.0,0,0.61
24752,23,0,2.0,1,5121.5,3672.95,4.0,1,3,6841.0,0,5,6.73,1.34,631.0,0,0.72
24753,24,1,1.0,1,5989.33,4230.24,4.0,1,0,8000.0,1,4,6.54,1.34,677.0,0,0.71
24754,22,1,0.0,2,6289.0,4983.22,2.0,0,3,8400.0,1,3,13.47,1.34,663.0,0,0.79
24755,27,1,5.0,0,4866.5,3375.39,8.0,0,2,6500.0,1,4,7.75,1.34,635.0,0,0.69
24756,22,1,0.0,2,7487.0,5933.57,2.0,1,0,10000.0,3,1,7.88,1.34,636.0,0,0.79
24757,23,0,1.0,1,4492.25,2954.3,4.0,0,3,6000.0,3,3,14.22,1.34,687.0,0,0.66
24758,26,1,3.0,0,8086.08,5451.62,3.0,1,0,10800.0,4,0,11.99,1.34,594.0,0,0.67
24759,28,0,6.0,0,6739.0,4263.22,8.0,0,3,9000.0,1,3,16.29,1.34,718.0,1,0.63
24760,37,1,14.0,0,4492.67,4017.59,17.0,0,3,6000.0,3,5,17.04,1.34,679.0,1,0.89
24761,40,0,18.0,0,6889.42,3771.53,11.0,1,0,9200.0,0,4,8.94,1.34,684.0,0,0.55
24762,24,0,0.0,2,9885.58,7923.75,3.0,0,0,13200.0,4,0,15.28,1.34,668.0,1,0.8
